site_id,building_id,primary_use,square_feet,year_built,floor_count
5,707,Education,11270,1976,   1
5,708,Education,102429,1945,   4
5,709,Education,23067,1976,   2
5,710,Education,12088,1919,   4
5,711,Education,15414,1976,   1
5,712,Education,22949,1976,   1
5,713,Education,14973,1976,   2
5,714,Education,8730,1976,   1
5,715,Education,23153,1976,   2
5,716,Education,37265,1919,   3
5,717,Education,28826,1976,   2
5,718,Education,25866,1919,   2
5,719,Education,28363,1919,   2
5,720,Education,18202,1919,   2
5,721,Education,121471,1966,   3
5,722,Education,31635,1966,   3
5,723,Education,160038,1966,   4
5,724,Education,88856,1976,   2
5,725,Education,13789,1919,   1
5,726,Education,120566,1945,   2
5,727,Education,139113,1976,   3
5,728,Education,30300,1966,   2
5,729,Education,17190,1919,   2
5,730,Education,126045,1966,   4
5,731,Education,29149,1919,   2
5,732,Education,66187,1976,   1
5,733,Education,96929,1966,   3
5,734,Education,28191,1919,   1
5,735,Education,155807,2013,   2
5,736,Education,94658,1976,   3
5,737,Education,14790,1976,   1
5,738,Education,95433,1966,   4
5,739,Education,137046,1966,   2
5,740,Education,37975,1976,   1
5,741,Education,14025,1966,   1
5,742,Entertainment/public assembly,31829,1976,   2
5,743,Entertainment/public assembly,12185,1976,   2
5,744,Entertainment/public assembly,48642,1919,   5
6,745,Education,13512,,
6,746,Office,17879,,
6,747,Education,30531,,
6,748,Office,32766,,
6,749,Lodging/residential,35936,,
6,750,Education,35990,,
6,751,Office,37485,,
6,752,Public services,38671,,
6,753,Education,39558,,
6,754,Office,41337,,
6,755,Office,42129,,
6,756,Lodging/residential,44352,,
6,757,Education,46813,,
6,758,Lodging/residential,47007,,
6,759,Lodging/residential,48519,,
6,760,Office,49990,,
6,761,Entertainment/public assembly,52534,,
6,762,Education,53651,,
6,763,Office,54597,,
6,764,Education,58307,,
6,765,Entertainment/public assembly,58562,,
6,766,Office,64818,,
6,767,Office,70042,,
6,768,Education,75929,,
6,769,Education,77263,,
6,770,Education,80325,,
6,771,Lodging/residential,82911,,
6,772,Lodging/residential,87661,,
6,773,Lodging/residential,93313,,
6,774,Lodging/residential,93500,,
6,775,Office,104355,,
6,776,Office,104667,,
6,777,Lodging/residential,105791,,
6,778,Entertainment/public assembly,108339,,
6,779,Lodging/residential,113000,,
6,780,Education,120836,,
6,781,Lodging/residential,128044,,
6,782,Education,129344,,
6,783,Entertainment/public assembly,143110,,
6,784,Education,190817,,
6,785,Education,250000,,
6,786,Education,257000,,
6,787,Lodging/residential,278795,,
6,788,Public services,401753,,
7,789,Education,64583,1923,   1
7,790,Education,86111,1911,   8
7,791,Education,150695,,   5
7,792,Education,333681,1938,   3
7,793,Education,150695,1964,   6
7,794,Education,731945,1969,  11
7,795,Education,387500,1960,   6
7,796,Education,226042,1965,   2
7,797,Education,764237,1979,  13
7,798,Education,409028,1970,  21
7,799,Education,527431,1976,  26
7,800,Education,64583,1955,   2
7,801,Education,484376,1952,   5
7,802,Education,290625,1995,  19
7,803,Education,182986,1962,   3
8,804,Office,175618,,   1
8,805,Entertainment/public assembly,3200,,   1
8,806,Other,28693,,   2
8,807,Entertainment/public assembly,3000,,   1
8,808,Other,9357,,   1
8,809,Entertainment/public assembly, 520,,   1
8,810,Entertainment/public assembly,3729,,   1
8,811,Public services,4848,,   1
8,812,Entertainment/public assembly,9894,,   1
8,813,Public services,5630,,   1
8,814,Public services,4371,,   1
8,815,Entertainment/public assembly, 666,,   1
8,816,Entertainment/public assembly, 356,,   1
8,817,Entertainment/public assembly, 984,,   1
8,818,Public services,3648,,   1
8,819,Public services,6351,,   1
8,820,Entertainment/public assembly, 648,,   1
8,821,Other,2555,,   1
8,822,Entertainment/public assembly, 366,,   1
8,823,Public services,35253,,   1
8,824,Public services,7820,,   1
8,825,Public services,3592,,   1
8,826,Public services,19446,,   1
8,827,Office,5839,,   1
8,828,Other,102994,,   1
8,829,Warehouse/storage,15879,,   1
8,830,Warehouse/storage,15120,,   1
8,831,Entertainment/public assembly,4065,,   1
8,832,Public services,26507,,   1
8,833,Public services,6392,,   1
8,834,Public services,4934,,   1
8,835,Entertainment/public assembly,17220,,   1
8,836,Public services,8168,,   1
8,837,Public services,33246,,   1
8,838,Public services,18414,,   1
8,839,Office,14150,,   1
8,840,Other,41861,,   1
8,841,Office,5680,,   1
8,842,Public services,7292,,   1
8,843,Entertainment/public assembly,5380,,   1
8,844,Entertainment/public assembly,6944,,   1
8,845,Entertainment/public assembly, 860,,   1
8,846,Entertainment/public assembly, 481,,   1
8,847,Entertainment/public assembly,9303,,   1
8,848,Office,8552,,   1
8,849,Public services,6448,,   1
8,850,Public services,28590,,   1
8,851,Public services,16682,,   1
8,852,Public services,10800,,   1
8,853,Entertainment/public assembly,26495,,   1
8,854,Entertainment/public assembly,92288,,   1
8,855,Office,48300,,   1
8,856,Entertainment/public assembly,2956,,   1
8,857,Entertainment/public assembly,4000,,   1
8,858,Other,1566,,   1
8,859,Public services,4000,,   1
8,860,Other,12259,,   1
8,861,Other,4276,,   1
8,862,Other,27640,,   1
8,863,Public services,19823,,   1
8,864,Public services,16584,,   1
8,865,Public services,10174,,   1
8,866,Public services,10174,,   1
8,867,Public services,65913,,   1
8,868,Public services,60000,,   1
8,869,Entertainment/public assembly,875000,,   1
8,870,Entertainment/public assembly, 755,,   1
8,871,Entertainment/public assembly,1536,,   1
8,872,Public services,3627,,   1
8,873,Office,40142,,   1
9,874,Office,181805,,
9,875,Lodging/residential,177708,,
9,876,Education,55240,,
9,877,Office,8004,,
9,878,Lodging/residential,41241,,
9,879,Education,110235,,
9,880,Education,157723,,
9,881,Entertainment/public assembly,344798,,
9,882,Education,39143,,
9,883,Education,399331,,
9,884,Education,38598,,
9,885,Lodging/residential,40697,,
9,886,Education,69799,,
9,887,Lodging/residential,69754,,
9,888,Entertainment/public assembly,137522,,
9,889,Education,126077,,
9,890,Education,202937,,
9,891,Education,50846,,
9,892,Services,481999,,
9,893,Education,47191,,
9,894,Education,101555,,
9,895,Education,55087,,
9,896,Education,245637,,
9,897,Education,37775,,
9,898,Public services,64749,,
9,899,Education,225014,,
9,900,Education,111623,,
9,901,Education,107730,,
9,902,Education,14561,,
9,903,Education,275793,,
9,904,Education,29961,,
9,905,Lodging/residential,39648,,
9,906,Lodging/residential,39649,,
9,907,Entertainment/public assembly,44564,,
9,908,Education,91254,,
9,909,Entertainment/public assembly,66121,,
9,910,Office,60096,,
9,911,Education,239638,,
9,912,Education,52559,,
9,913,Entertainment/public assembly,503634,,
9,914,Education,229973,,
9,915,Education,205141,,
9,916,Education,51778,,
9,917,Education,237702,,
9,918,Education,60621,,
9,919,Education,31233,,
9,920,Education,85623,,
9,921,Entertainment/public assembly,262162,,
9,922,Education,147205,,
9,923,Education,24992,,
9,924,Entertainment/public assembly,252268,,
9,925,Education,54405,,
9,926,Education,26033,,
9,927,Lodging/residential,745671,,
9,928,Education,179115,,
9,929,Education,199628,,
9,930,Office,20917,,
9,931,Education,216050,,
9,932,Lodging/residential,233937,,
9,933,Office,8525,,
9,934,Entertainment/public assembly,170607,,
9,935,Office,16135,,
9,936,Lodging/residential,11350,,
9,937,Lodging/residential,10346,,
9,938,Lodging/residential,11227,,
9,939,Lodging/residential,8051,,
9,940,Lodging/residential,8079,,
9,941,Lodging/residential,8079,,
9,942,Lodging/residential,57334,,
9,943,Entertainment/public assembly,5682,,
9,944,Services,389641,,
9,945,Office,332447,,
9,946,Education,177216,,
9,947,Education,91629,,
9,948,Entertainment/public assembly,20372,,
9,949,Lodging/residential,86786,,
9,950,Entertainment/public assembly,16052,,
9,951,Office,103924,,
9,952,Education,218024,,
9,953,Entertainment/public assembly,563782,,
9,954,Education,305224,,
9,955,Education,198488,,
9,956,Office,86167,,
9,957,Education,111195,,
9,958,Entertainment/public assembly,234819,,
9,959,Education,128536,,
9,960,Education,56137,,
9,961,Education,155882,,
9,962,Public services,492898,,
9,963,Lodging/residential,44784,,
9,964,Education,130577,,
9,965,Lodging/residential,45086,,
9,966,Education,393530,,
9,967,Entertainment/public assembly,119262,,
9,968,Education,153999,,
9,969,Education,193723,,
9,970,Services,346056,,
9,971,Lodging/residential,301307,,
9,972,Education,282152,,
9,973,Office,193960,,
9,974,Education,186572,,
9,975,Entertainment/public assembly,426472,,
9,976,Education,59498,,
9,977,Office,8837,,
9,978,Education,258491,,
9,979,Entertainment/public assembly,52357,,
9,980,Entertainment/public assembly,34819,,
9,981,Education,167055,,
9,982,Services,373416,,
9,983,Entertainment/public assembly,122122,,
9,984,Services,214252,,
9,985,Office,34758,,
9,986,Office,34072,,
9,987,Education,166395,,
9,988,Office,24463,,
9,989,Education,168696,,
9,990,Office,82939,,
9,991,Education,57811,,
9,992,Office,51483,,
9,993,Education,428647,,
9,994,Education,108392,,
9,995,Education,46230,,
9,996,Education,77632,,
9,997,Office,38173,,
10,998,Education,173479,,   1
10,999,Education,113580,,   2
10,1000,Education,121146,,   2
10,1001,Other,4482,,   1
10,1002,Entertainment/public assembly,161969,,   1
10,1003,Education,94751,,   3
10,1004,Education,74886,,   2
10,1005,Office,26325,,   1
10,1006,Office,26948,,   1
10,1007,Office,41933,,   2
10,1008,Education,74420,,   2
10,1009,Education,21892,,   2
10,1010,Office,11419,,   1
10,1011,Education,65144,,   4
10,1012,Education,23112,,   2
10,1013,Education,67377,,   3
10,1014,Office,43094,,   3
10,1015,Other,4607,,   1
10,1016,Other,10103,,   1
10,1017,Technology/science,109263,,   6
10,1018,Education,186840,,   2
10,1019,Entertainment/public assembly,39788,,   5
10,1020,Entertainment/public assembly,22101,,   2
10,1021,Entertainment/public assembly,213762,,   2
10,1022,Education,84346,,   2
10,1023,Education,87976,,   2
10,1024,Education,53855,,   2
10,1025,Lodging/residential,52034,,   2
10,1026,Lodging/residential,88480,,   1
10,1027,Lodging/residential,35465,,   2
11,1028,Education,81390,,
11,1029,Education,152559,,
11,1030,Education,68030,,
11,1031,Education,93206,,
11,1032,Education,127632,,
12,1033,Education,118489,,
12,1034,Retail,3907,,   1
12,1035,Office,14585,,
12,1036,Office,54207,,
12,1037,Education,8805,,
12,1038,Technology/science,9838,,
12,1039,Education,30171,,   3
12,1040,Office,126960,,
12,1041,Education,8073,,
12,1042,Office,29547,,
12,1043,Office,27889,,
12,1044,Education,150673,,   4
12,1045,Office,33530,,
12,1046,Education,201350,,
12,1047,Public services,252952,,
12,1048,Education,275610,,
12,1049,Education,94399,,
12,1050,Office,50493,,   2
12,1051,Education,28406,,   1
12,1052,Retail,45305,,   2
12,1053,Office,21582,,
12,1054,Education,204998,,   4
12,1055,Education,86714,,   4
12,1056,Education,72958,,
12,1057,Education,26372,,   4
12,1058,Education,84346,,
12,1059,Entertainment/public assembly,116186,,
12,1060,Entertainment/public assembly,71806,,
12,1061,Retail,44218,,
12,1062,Education,65843,,
12,1063,Education,58157,,
12,1064,Education,131212,,
12,1065,Office,12152,,
12,1066,Education,55800,,
12,1067,Education,125701,,
12,1068,Education,112956,,
13,1069,Office,20864,,
13,1070,Lodging/residential,230747,,
13,1071,Office,10385,,
13,1072,Healthcare,305000,,
13,1073,Office,194111,,
13,1074,Office,89858,,
13,1075,Office,72709,,
13,1076,Lodging/residential,117054,,
13,1077,Entertainment/public assembly,19454,,
13,1078,Entertainment/public assembly,80438,,
13,1079,Education,14185,,
13,1080,Education,207115,,
13,1081,Manufacturing/industrial,11470,,
13,1082,Office,57394,,
13,1083,Education,100813,,
13,1084,Office,122922,,
13,1085,Education,58377,,
13,1086,Office,143973,,
13,1087,Office,56569,,
13,1088,Education,287594,,
13,1089,Office,62837,,
13,1090,Office,305047,,
13,1091,Lodging/residential,233341,,
13,1092,Office,105167,,
13,1093,Office,47578,,
13,1094,Office,70852,,
13,1095,Education,32256,,
13,1096,Parking,83772,,
13,1097,Office,157545,,
13,1098,Office,131745,,
13,1099,Education,332884,,
13,1100,Lodging/residential,174924,,
13,1101,Office,71936,,
13,1102,Office,87187,,
13,1103,Other,23903,,
13,1104,Public services,199722,,
13,1105,Food sales and service,33215,,
13,1106,Office,92099,,
13,1107,Education,184098,,
13,1108,Parking,679614,,
13,1109,Office,102191,,
13,1110,Office,27145,,
13,1111,Office,67839,,
13,1112,Office,190471,,
13,1113,Office,33401,,
13,1114,Other,64810,,
13,1115,Services,42028,,
13,1116,Services,11681,,
13,1117,Office,111424,,
13,1118,Services,26926,,
13,1119,Office,119509,,
13,1120,Services,70040,,
13,1121,Education,85732,,
13,1122,Office,84365,,
13,1123,Office,92994,,
13,1124,Lodging/residential,153299,,
13,1125,Parking,271492,,
13,1126,Education,72332,,
13,1127,Office,87131,,
13,1128,Office,58703,,
13,1129,Office,133100,,
13,1130,Education,280225,,
13,1131,Office,25463,,
13,1132,Office,103926,,
13,1133,Office,82302,,
13,1134,Office,152946,,
13,1135,Education,150393,,
13,1136,Office,79782,,
13,1137,Office,27452,,
13,1138,Education,39988,,
13,1139,Office,336650,,
13,1140,Education,156483,,
13,1141,Parking,20986,,
13,1142,Office,103718,,
13,1143,Office,96612,,
13,1144,Office,152312,,
13,1145,Manufacturing/industrial,35201,,
13,1146,Public services,83155,,
13,1147,Entertainment/public assembly,234476,,
13,1148,Office,861524,,
13,1149,Office,293990,,
13,1150,Office,196043,,
13,1151,Office,267536,,
13,1152,Office,118858,,
13,1153,Technology/science,89456,,
13,1154,Lodging/residential,262156,,
13,1155,Warehouse/storage,19059,,
13,1156,Education,259989,,
13,1157,Education,37107,,
13,1158,Public services,294812,,
13,1159,Office,671507,,
13,1160,Office,80205,,
13,1161,Office,53077,,
13,1162,Office,72958,,
13,1163,Parking,83919,,
13,1164,Office,249457,,
13,1165,Office,28991,,
13,1166,Office,63771,,
13,1167,Office,52748,,
13,1168,Office,577101,,
13,1169,Education,155439,,
13,1170,Office,59476,,
13,1171,Manufacturing/industrial,56851,,
13,1172,Manufacturing/industrial,63847,,
13,1173,Manufacturing/industrial,13091,,
13,1174,Other,27648,,
13,1175,Manufacturing/industrial,81372,,
13,1176,Education,142672,,
13,1177,Office,20444,,
13,1178,Education,133072,,
13,1179,Entertainment/public assembly,143228,,
13,1180,Education,95182,,
13,1181,Education,60606,,
13,1182,Warehouse/storage,66585,,
13,1183,Entertainment/public assembly,166856,,
13,1184,Lodging/residential,74584,,
13,1185,Office,129532,,
13,1186,Lodging/residential,157070,,
13,1187,Office,121714,,
13,1188,Office,37096,,
13,1189,Office,98212,,
13,1190,Office,39807,,
13,1191,Education,192152,,
13,1192,Office,43587,,
13,1193,Office,106511,,
13,1194,Office,35829,,
13,1195,Office,16472,,
13,1196,Entertainment/public assembly,57201,,
13,1197,Services,50552,,
13,1198,Education,85164,,
13,1199,Warehouse/storage,10559,,
13,1200,Entertainment/public assembly,545351,,
13,1201,Education,73597,,
13,1202,Office,16805,,
13,1203,Lodging/residential,138602,,
13,1204,Office,38382,,
13,1205,Parking,178270,,
13,1206,Office,99946,,
13,1207,Healthcare,74443,,
13,1208,Healthcare,121585,,
13,1209,Healthcare,115788,,
13,1210,Office,92500,,
13,1211,Office,94988,,
13,1212,Public services,237518,,
13,1213,Warehouse/storage,39464,,
13,1214,Office,195437,,
13,1215,Parking,100328,,
13,1216,Office,15269,,
13,1217,Education,73044,,
13,1218,Entertainment/public assembly,268480,,
13,1219,Office,91316,,
13,1220,Public services,381221,,
13,1221,Office,29062,,
13,1222,Lodging/residential,187174,,
14,1223,Office,52141,,
14,1224,Office,23481,,
14,1225,Office,122746,,
14,1226,Education,27995,,
14,1227,Education,76903,,
14,1228,Office,162549,,
14,1229,Office,27646,,
14,1230,Office,22524,,
14,1231,Education,13220,,
14,1232,Education,181328,,
14,1233,Education,43143,,
14,1234,Education,46037,,
14,1235,Public services,278369,,
14,1236,Office,61756,,
14,1237,Office,42755,,
14,1238,Office,129707,,
14,1239,Office,31300,,
14,1240,Public services,73277,,
14,1241,Healthcare,194188,,
14,1242,Office,23871,,
14,1243,Healthcare,237704,,
14,1244,Public services,95526,,
14,1245,Healthcare,35354,,
14,1246,Office,50327,,
14,1247,Food sales and service,69876,,
14,1248,Office,78002,,
14,1249,Office,159384,,
14,1250,Education,232139,,
14,1251,Education,104604,,
14,1252,Education,116249,,
14,1253,Education,134748,,
14,1254,Education,24979,,
14,1255,Office,23702,,
14,1256,Office,37917,,
14,1257,Office,61274,,
14,1258,Education,273234,,
14,1259,Education,71088,,
14,1260,Office,86455,,
14,1261,Office,42942,,
14,1262,Office,65000,,
14,1263,Education,97838,,
14,1264,Education,33012,,
14,1265,Food sales and service,35605,,
14,1266,Public services,13469,,
14,1267,Education,138977,,
14,1268,Office,43007,,
14,1269,Healthcare,56388,,
14,1270,Entertainment/public assembly,18551,,
14,1271,Public services,20540,,
14,1272,Public services,247471,,
14,1273,Office,104089,,
14,1274,Office,17077,,
14,1275,Office,114166,,
14,1276,Office,53860,,
14,1277,Office,45240,,
14,1278,Education,79949,,
14,1279,Office,64743,,
14,1280,Lodging/residential,79900,,
14,1281,Office,103138,,
14,1282,Healthcare,12500,,
14,1283,Public services,76537,,
14,1284,Education,442438,,
14,1285,Healthcare,130067,,
14,1286,Healthcare,205472,,
14,1287,Education,60582,,
14,1288,Education,164206,,
14,1289,Education,194441,,
14,1290,Education,200442,,
14,1291,Office,237546,,
14,1292,Office,58196,,
14,1293,Office,51471,,
14,1294,Office,15649,,
14,1295,Office,115676,,
14,1296,Office,8836,,
14,1297,Office,21469,,
14,1298,Education,171084,,
14,1299,Education,25401,,
14,1300,Healthcare,25609,,
14,1301,Education,62242,,
14,1302,Office,90411,,
14,1303,Healthcare,200000,,
14,1304,Office,91363,,
14,1305,Lodging/residential,37803,,
14,1306,Lodging/residential,54172,,
14,1307,Lodging/residential,66013,,
14,1308,Lodging/residential,62279,,
14,1309,Lodging/residential,58041,,
14,1310,Lodging/residential,57274,,
14,1311,Lodging/residential,66794,,
14,1312,Lodging/residential,75000,,
14,1313,Healthcare,68637,,
14,1314,Education,73813,,
14,1315,Entertainment/public assembly,82789,,
14,1316,Entertainment/public assembly,49975,,
14,1317,Entertainment/public assembly,180806,,
14,1318,Entertainment/public assembly,73488,,
14,1319,Entertainment/public assembly,287419,,
14,1320,Entertainment/public assembly,34565,,
14,1321,Entertainment/public assembly,370024,,
14,1322,Entertainment/public assembly,166489,,
14,1323,Office,87200,,
14,1324,Entertainment/public assembly,84688,,
15,1325,Entertainment/public assembly,155177,1915,
15,1326,Office,46981,1962,
15,1327,Education,98125,2011,
15,1328,Education,279840,2008,
15,1329,Technology/science,60100,1912,
15,1330,Education,173983,1986,
15,1331,Education,171008,1930,
15,1332,Education,47398,1912,
15,1333,Office,31316,1913,
15,1334,Office,130794,1933,
15,1335,Public services,136817,1953,
15,1336,Office,31053,1915,
15,1337,Office,14744,1910,
15,1338,Education,31415,1912,
15,1339,Education,140488,1961,
15,1340,Manufacturing/industrial,111518,1968,
15,1341,Education,18342,1960,
15,1342,Education,116854,1978,
15,1343,Office,110380,1985,
15,1344,Education,125507,1974,
15,1345,Education,20889,1976,
15,1346,Education,34875,1993,
15,1347,Education,322341,1995,
15,1348,Education,131271,2010,
15,1349,Manufacturing/industrial,7919,1970,
15,1350,Education,149762,2004,
15,1351,Office,40611,,
15,1352,Office,42755,,
15,1353,Religious worship,22201,,
15,1354,Education,23232,,
15,1355,Education,50567,,
15,1356,Education,91253,,
15,1357,Office,21618,,
15,1358,Lodging/residential,61439,1903,
15,1359,Education,124289,1904,
15,1360,Entertainment/public assembly,111530,1988,
15,1361,Education,233863,1921,
15,1362,Education,113988,1923,
15,1363,Office,157933,1932,
15,1364,Utility,74922,1940,
15,1365,Lodging/residential,129664,1941,
15,1366,Office,87977,1947,
15,1367,Education,33695,1948,
15,1368,Entertainment/public assembly,199037,1949,
15,1369,Entertainment/public assembly,53194,1953,
15,1370,Education,4773,,
15,1371,Public services,50577,1956,
15,1372,Education,16289,1957,
15,1373,Education,105434,2014,
15,1374,Office,159662,1956,
15,1375,Office,115288,1957,
15,1376,Public services,240026,1960,
15,1377,Education,74599,1984,
15,1378,Education,214505,1990,
15,1379,Office,49553,1963,
15,1380,Education,204029,2010,
15,1381,Office,84615,1963,
15,1382,Public services,243072,1965,
15,1383,Education,105612,1967,
15,1384,Education,56969,1967,
15,1385,Education,124521,1967,
15,1386,Entertainment/public assembly,82035,1975,
15,1387,Office,187041,1973,
15,1388,Healthcare,45465,1990,
15,1389,Entertainment/public assembly,17104,1953,
15,1390,Entertainment/public assembly,93608,1951,
15,1391,Entertainment/public assembly,68693,1956,
15,1392,Entertainment/public assembly,76153,1963,
15,1393,Entertainment/public assembly,151900,1990,
15,1394,Entertainment/public assembly,16351,2002,
15,1395,Lodging/residential,98624,,
15,1396,Lodging/residential,96336,1913,
15,1397,Lodging/residential,19984,1914,
15,1398,Lodging/residential,20291,1925,
15,1399,Lodging/residential,166814,1929,
15,1400,Lodging/residential,21168,1928,
15,1401,Lodging/residential,168791,1946,
15,1402,Lodging/residential,133594,1961,
15,1403,Lodging/residential,78438,2004,
15,1404,Lodging/residential,169290,2006,
15,1405,Lodging/residential,142901,2007,
15,1406,Lodging/residential,136522,2005,
15,1407,Lodging/residential,83141,2006,
15,1408,Entertainment/public assembly,28760,2007,
15,1409,Lodging/residential,48881,1902,
15,1410,Office,11524,1994,
15,1411,Education,9111,1958,
15,1412,Lodging/residential,39538,1953,
15,1413,Lodging/residential,65999,1975,
15,1414,Lodging/residential,65663,1975,
15,1415,Lodging/residential,40492,1975,
15,1416,Lodging/residential,41236,1975,
15,1417,Lodging/residential,40451,1975,
15,1418,Lodging/residential,41302,1975,
15,1419,Lodging/residential,40629,1975,
15,1420,Entertainment/public assembly,95079,1975,
15,1421,Education,47934,,
15,1422,Lodging/residential,19876,1932,
15,1423,Lodging/residential,18277,1965,
15,1424,Lodging/residential,24103,1964,
15,1425,Utility,4071,1990,
15,1426,Entertainment/public assembly,15450,1948,
15,1427,Education,180625,1933,
15,1428,Education,28432,1933,
15,1429,Education,40461,2002,
15,1430,Office,53303,1981,
15,1431,Public services,111360,2000,
15,1432,Education,160673,1968,
15,1433,Education,28084,1913,
15,1434,Education,33148,1967,
15,1435,Education,9552,1961,
15,1436,Manufacturing/industrial,11302,1937,
15,1437,Education,111518,1968,
15,1438,Education,108971,1990,
15,1439,Education,56497,1957,
15,1440,Lodging/residential,150294,1987,
15,1441,Education,30143,1951,
15,1442,Public services,99541,1993,
15,1443,Education,40311,1913,
15,1444,Entertainment/public assembly,19619,1914,
15,1445,Education,4298,,
15,1446,Entertainment/public assembly,11265,1997,
15,1447,Lodging/residential,29775,2001,
15,1448,Office,92271,2001,
